,County,City,Postal_Code,Model_Year,Make,Model,Electric_Range,Legislative_District,Vehicle_Location,Electric_Utility,Vehicle_Type,CAFV_Eligibility,Electric_Range_Category,VID
41662,King,Duvall,98019,2019,NISSAN,LEAF,150,5.0,POINT (-121.98609 47.74068),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,gokhan.kuday@example.com
41664,Snohomish,Lynnwood,98036,2014,CHEVROLET,VOLT,38,1.0,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,PHEV,Y,Low,ernesto.torres@example.com
41665,Columbia,Dayton,99328,2018,TESLA,MODEL S,249,16.0,POINT (-117.97577 46.32189),PACIFICORP,BEV,Y,Mid,caleb.jimenez@example.com
41671,Clark,Vancouver,98685,2019,TESLA,MODEL X,289,18.0,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,High,ozsu.velioglu@example.com
41673,Clark,Brush Prairie,98606,2019,AUDI,E-TRON,204,18.0,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,seth.perkins@example.com
41677,King,Seattle,98107,2017,BMW,I3,97,43.0,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,malik.morin@example.com
41683,King,Seattle,98133,2018,TESLA,MODEL X,238,46.0,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,marsha.sanchez@example.com
41684,King,Redmond,98052,2016,FORD,FUSION,19,48.0,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,kenney.vanmilligen@example.com
41688,Benton,Prosser,99350,2016,CHEVROLET,VOLT,53,16.0,POINT (-119.76877 46.20645),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,PHEV,Y,Low,wesley.white@example.com
41694,King,Seattle,98106,2017,BMW,X5,14,34.0,POINT (-122.35186 47.54286),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,storm.andersen@example.com
41695,Snohomish,Mountlake Terrace,98043,2021,CHRYSLER,PACIFICA,32,1.0,POINT (-122.31111 47.78803),PUGET SOUND ENERGY INC,PHEV,Y,Low,rosa.rios@example.com
41697,King,Maple Valley,98027,2020,TESLA,MODEL 3,322,5.0,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,sander.rasmussen@example.com
41699,Pacific,Long Beach,98631,2019,CHEVROLET,BOLT EV,238,19.0,POINT (-124.05439 46.35232),BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY,BEV,Y,Mid,gaurav.dsouza@example.com
41703,Cowlitz,Ariel,98603,2018,TOYOTA,PRIUS PRIME,25,20.0,POINT (-122.53658 45.98974),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,PHEV,N,Low,luca.garnier@example.com
41707,Snohomish,Snohomish,98290,2019,HONDA,CLARITY,47,39.0,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,PHEV,Y,Low,louella.james@example.com
41708,King,Seattle,98109,2019,MERCEDES-BENZ,GLC-CLASS,10,43.0,POINT (-122.346385 47.630685),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,garance.robin@example.com
41710,Spokane,Spokane,99201,2015,CHEVROLET,SPARK,82,3.0,POINT (-117.41162 47.65726),MODERN ELECTRIC WATER COMPANY,BEV,Y,Low,anthony.bunes@example.com
41713,Lewis,Winlock,98596,2012,CHEVROLET,VOLT,35,19.0,POINT (-122.93881 46.49114),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,giuseppina.reber@example.com
41715,King,Issaquah,98027,2016,NISSAN,LEAF,84,41.0,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,dylan.clark@example.com
41723,Snohomish,Bothell,98012,2013,FORD,FUSION,19,1.0,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,PHEV,N,Low,runa.hofstad@example.com
41724,Spokane,Liberty Lake,99019,2022,LEXUS,NX,37,4.0,POINT (-117.1015 47.66829),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,PHEV,Y,Low,minerva.melgar@example.com
41735,King,Burien,98148,2013,TOYOTA,PRIUS PLUG-IN,6,33.0,POINT (-122.32806 47.46155),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,arseniy.andriychenko@example.com
41738,Walla Walla,College Place,99324,2011,NISSAN,LEAF,73,16.0,POINT (-118.38864 46.03456),PACIFICORP,BEV,Y,Low,kurt.carter@example.com
41740,Whatcom,Bellingham,98226,2014,FIAT,500,87,42.0,POINT (-122.49756 48.7999),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,BEV,Y,Low,markus.fimland@example.com
41743,Clark,Vancouver,98661,2018,BMW,X5,13,49.0,POINT (-122.62934 45.63201),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,mikael.kivi@example.com
41753,King,Seattle,98115,2016,FORD,C-MAX,19,46.0,POINT (-122.31765 47.70013),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,meral.okur@example.com
41767,King,Bellevue,98004,2018,BMW,330E,14,48.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,budimir.dokic@example.com
41768,Snohomish,Edmonds,98026,2014,TESLA,MODEL S,208,32.0,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,BEV,Y,Mid,rose.park@example.com
41778,Pierce,Anderson Island,98303,2016,NISSAN,LEAF,84,28.0,POINT (-122.67876 47.17794),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Low,zivan.bajevic@example.com
41781,Pierce,University Place,98466,2022,JEEP,WRANGLER,21,28.0,POINT (-122.5338 47.23594),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,runar.grov@example.com
41783,Pierce,Tacoma,98404,2020,TESLA,MODEL 3,322,27.0,POINT (-122.41249 47.21584),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,High,samu.hatala@example.com
41785,King,Auburn,98092,2016,FIAT,500,84,31.0,POINT (-122.17663 47.32326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,ryan.park@example.com
41790,Benton,Richland,99352,2021,VOLVO,XC60,18,8.0,POINT (-119.27372 46.27391),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),PHEV,N,Low,luis.spahn@example.com
41796,King,Seattle,98115,2015,FIAT,500,87,46.0,POINT (-122.31765 47.70013),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,saloni.kini@example.com
41806,Spokane,Liberty Lake,99019,2022,JEEP,WRANGLER,21,4.0,POINT (-117.1015 47.66829),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,PHEV,N,Low,keith.shaw@example.com
41808,Skagit,Anacortes,98221,2022,VOLVO,XC60,18,40.0,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,PHEV,N,Low,fabricia.damota@example.com
41810,Benton,Prosser,99350,2018,TESLA,MODEL S,249,16.0,POINT (-119.76877 46.20645),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,BEV,Y,Mid,herve.thomas@example.com
41811,Whatcom,Everson,98247,2018,TESLA,MODEL X,238,42.0,POINT (-122.34536 48.92009),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,BEV,Y,Mid,rodney.gardner@example.com
41815,Snohomish,Stanwood,98292,2022,TOYOTA,RAV4 PRIME,42,10.0,POINT (-122.37265 48.24159),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,PHEV,Y,Low,ilidio.barbosa@example.com
41817,San Juan,Eastsound,98245,2020,JAGUAR,I-PACE,234,40.0,POINT (-122.91109 48.69389),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,BEV,Y,Mid,gabino.carrera@example.com
41824,Mason,Tahuya,98588,2015,FIAT,500,87,35.0,POINT (-123.04061 47.37733),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,BEV,Y,Low,tverdogosta.samus@example.com
41837,Snohomish,Lynnwood,98037,2011,NISSAN,LEAF,73,32.0,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,BEV,Y,Low,silvia.lorenzo@example.com
41842,King,Redmond,98072,2017,CHEVROLET,VOLT,53,45.0,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,martin.bates@example.com
41855,King,Renton,98059,2022,AUDI,Q5,23,11.0,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,zivorad.vilotic@example.com
41860,Snohomish,Sultan,98294,2020,NISSAN,LEAF,149,39.0,POINT (-121.81688 47.8623),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,BEV,Y,Mid,alison.grant@example.com
41863,Island,Coupeville,98239,2018,CHEVROLET,BOLT EV,238,10.0,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,BEV,Y,Mid,catherine.dean@example.com
41873,King,Seattle,98144,2015,FIAT,500,87,37.0,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,marouane.duijs@example.com
41878,King,Seattle,98105,2021,MINI,HARDTOP,110,46.0,POINT (-122.31307 47.66127),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,niilo.heino@example.com
41883,Spokane,Deer Park,99006,2021,TOYOTA,RAV4 PRIME,42,7.0,POINT (-117.47154 47.95431),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,PHEV,Y,Low,victor.pedersen@example.com
41900,Clark,Vancouver,98663,2014,TESLA,MODEL S,208,49.0,POINT (-122.64695 45.65675),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Mid,aras.oland@example.com
41903,Walla Walla,Touchet,99360,2016,KIA,SOUL,93,16.0,POINT (-118.66919 46.04238),PACIFICORP,BEV,Y,Low,liv.lefevre@example.com
41905,Pierce,Tacoma,98407,2015,FIAT,500,87,27.0,POINT (-122.51766 47.27779),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Low,berta.fogaca@example.com
41909,King,Seattle,98107,2019,CHEVROLET,BOLT EV,238,43.0,POINT (-122.38591 47.67597),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,elif.sozeri@example.com
41912,Spokane,Cheney,99004,2016,FORD,FUSION,19,6.0,POINT (-117.57445 47.48928),CITY OF CHENEY - (WA),PHEV,N,Low,angelica.dacunha@example.com
41913,Clark,Washougal,98671,2012,FORD,FOCUS,76,18.0,POINT (-122.35341 45.57923),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Low,johnni.cook@example.com
41923,Snohomish,Marysville,98271,2017,NISSAN,LEAF,107,39.0,POINT (-122.19388 48.15353),PUGET SOUND ENERGY INC,BEV,Y,Mid,joseemilio.pineda@example.com
41927,King,Seatac,98198,2017,KIA,SOUL EV,93,33.0,POINT (-122.29592 47.40139),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,varg.stavnes@example.com
41933,Snohomish,Sultan,98294,2017,FORD,FUSION,21,39.0,POINT (-121.81688 47.8623),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,PHEV,N,Low,ayse.koc@example.com
41934,King,Seatac,98168,2018,MITSUBISHI,OUTLANDER,22,33.0,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,ella.christiansen@example.com
41941,King,Kirkland,98034,2021,BMW,330E,20,45.0,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,nihal.mugeraya@example.com
41942,King,Bothell,98072,2021,CHRYSLER,PACIFICA,32,1.0,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,emil.olivier@example.com
41947,Skagit,Anacortes,98221,2015,NISSAN,LEAF,84,10.0,POINT (-122.61214 48.51748),PUGET SOUND ENERGY INC,BEV,Y,Low,jorge.nieto@example.com
41961,King,Lake Forest Park,98155,2017,CHEVROLET,BOLT EV,238,46.0,POINT (-122.31327 47.75736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,tristan.nielsen@example.com
41977,King,Auburn,98001,2016,BMW,I3,72,30.0,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,oliver.tanner@example.com
41981,King,Kirkland,98034,2019,VOLVO,XC90,17,45.0,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,evelina.corneliussen@example.com
41986,Clark,Camas,98607,2022,VOLVO,S60,41,18.0,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,Y,Low,peyton.turner@example.com
41989,King,Carnation,98014,2021,JEEP,WRANGLER,25,5.0,POINT (-121.91353 47.64901),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,felix.morris@example.com
41994,King,Issaquah,98029,2018,CHEVROLET,BOLT EV,238,5.0,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,anna.soler@example.com
42005,Spokane,Spokane,99203,2018,VOLVO,S90,21,3.0,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,PHEV,N,Low,amelia.roberts@example.com
42015,Pierce,Lakewood,98499,2020,JAGUAR,I-PACE,234,28.0,POINT (-122.51495 47.16195),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,vito.schwerdtfeger@example.com
42022,Kitsap,Port Orchard,98366,2015,FIAT,500,87,26.0,POINT (-122.63847 47.54103),PUGET SOUND ENERGY INC,BEV,Y,Low,zlotodan.dubnyak@example.com
42026,Cowlitz,Castle Rock,98611,2020,TESLA,MODEL Y,291,19.0,POINT (-122.90724 46.27509),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,BEV,Y,High,claude.pearson@example.com
42027,King,Issaquah,98027,2015,FIAT,500,87,5.0,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,ilona.waisanen@example.com
42040,Kitsap,Bremerton,98310,2017,FIAT,500,84,23.0,POINT (-122.61624 47.57772),PUGET SOUND ENERGY INC,BEV,Y,Low,indira.moya@example.com
42041,Skagit,Mount Vernon,98274,2017,MERCEDES-BENZ,S-CLASS,12,10.0,POINT (-122.32267 48.41626),PUGET SOUND ENERGY INC,PHEV,N,Low,milomir.simic@example.com
42045,Mason,Shelton,98584,2019,CHRYSLER,PACIFICA,32,35.0,POINT (-123.10565 47.21248),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,PHEV,Y,Low,trinidad.nieto@example.com
42048,Snohomish,Everett,98208,2020,HYUNDAI,KONA,258,44.0,POINT (-122.18637 47.89252),PUGET SOUND ENERGY INC,BEV,Y,High,albano.araujo@example.com
42052,King,North Bend,98045,2014,TOYOTA,RAV4,103,5.0,POINT (-121.7831 47.49348),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,sevastiana.lyubovich@example.com
42057,Pierce,Buckley,98321,2018,BMW,X5,13,31.0,POINT (-122.02523 47.16299),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,minttu.ramo@example.com
42061,King,Federal Way,98001,2020,TESLA,MODEL 3,322,30.0,POINT (-122.23035 47.3074),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,heinz-gunther.valentin@example.com
42063,Wahkiakum,Cathlamet,98612,2019,TOYOTA,PRIUS PRIME,25,19.0,POINT (-123.38568 46.20728),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF WAHKIAKUM COUNTY,PHEV,N,Low,marcos.luevano@example.com
42066,Snohomish,Marysville,98270,2017,TESLA,MODEL S,210,38.0,POINT (-122.1769 48.06114),PUGET SOUND ENERGY INC,BEV,Y,Mid,omur.aksit@example.com
42069,Clark,Vancouver,98683,2014,FORD,FUSION,19,17.0,POINT (-122.49212 45.60365),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,ava.fortin@example.com
42078,King,Maple Valley,98038,2017,FORD,C-MAX,20,5.0,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,nora.dumont@example.com
42092,Pierce,Tacoma,98402,2014,TESLA,MODEL S,208,27.0,POINT (-122.44164 47.25517),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,awyn.rdyy@example.com
42108,Pierce,Tacoma,98445,2014,CHEVROLET,VOLT,38,29.0,POINT (-122.41894 47.15806),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,PHEV,Y,Low,ece.ozturk@example.com
42109,Pierce,Steilacoom,98388,2010,TESLA,ROADSTER,245,28.0,POINT (-122.59802 47.17303),BONNEVILLE POWER ADMINISTRATION||TOWN OF STEILACOOM|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,tommy.thomas@example.com
42116,King,Seattle,98115,2018,BMW,330E,14,46.0,POINT (-122.31765 47.70013),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,baris.bayindir@example.com
42134,King,Issaquah,98027,2014,CHEVROLET,VOLT,38,41.0,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,marion.wells@example.com
42137,Kitsap,Bremerton,98312,2013,FIAT,500,87,35.0,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,BEV,Y,Low,marcela.arguello@example.com
42138,Pierce,Tacoma,98445,2016,TESLA,MODEL S,210,25.0,POINT (-122.41894 47.15806),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PARKLAND LIGHT & WATER COMPANY|PENINSULA LIGHT COMPANY,BEV,Y,Mid,albina.bulow@example.com
42149,Spokane,Spokane,99204,2017,TOYOTA,PRIUS PRIME,25,3.0,POINT (-117.42571 47.64779),MODERN ELECTRIC WATER COMPANY,PHEV,N,Low,benjamin.myers@example.com
42154,King,Seattle,98126,2016,CHEVROLET,VOLT,53,34.0,POINT (-121.97745 47.53433),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,glen.gilbert@example.com
42160,Island,Oak Harbor,98277,2022,AUDI,Q5,22,10.0,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,PHEV,N,Low,yasemin.eksioglu@example.com
42166,Cowlitz,Castle Rock,98611,2018,TESLA,MODEL 3,215,20.0,POINT (-122.90724 46.27509),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,BEV,Y,Mid,chris.holt@example.com
42168,Mason,Belfair,98528,2020,NISSAN,LEAF,215,35.0,POINT (-122.82764 47.45054),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,BEV,Y,Mid,virgil.hart@example.com
42185,Spokane,Spokane,99005,2017,TOYOTA,PRIUS PRIME,25,7.0,POINT (-117.35414 47.83743),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,PHEV,N,Low,veeti.lassila@example.com
42186,Pierce,South Hill,98374,2017,CHEVROLET,VOLT,53,25.0,POINT (-122.28449 47.146),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,eve.caron@example.com
42187,King,Seattle,98101,2020,TESLA,MODEL 3,266,36.0,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,High,sasha.joly@example.com
42194,Spokane,Spokane,99205,2022,JEEP,GRAND CHEROKEE,25,3.0,POINT (-117.45674 47.69963),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,PHEV,N,Low,juana.menchaca@example.com
42199,Whatcom,Lynden,98264,2014,FORD,C-MAX,19,42.0,POINT (-122.45079 48.9429),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,PHEV,N,Low,jade.brar@example.com
42203,King,Seattle,98133,2020,NISSAN,LEAF,149,46.0,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,sedef.ozbir@example.com
42214,Pierce,Gig Harbor,98335,2019,BMW,I3,153,26.0,POINT (-122.58009 47.328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,lucien.masson@example.com
42219,King,Seattle,98119,2014,FORD,FUSION,19,36.0,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,eva.hubert@example.com
42230,King,Shoreline,98177,2021,VOLVO,S60,22,32.0,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,hugo.roberts@example.com
42233,Clark,Vancouver,98685,2017,KIA,SOUL EV,93,18.0,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,Low,ayse.sozeri@example.com
42241,Mason,Shelton,98584,2020,NISSAN,LEAF,149,35.0,POINT (-123.10565 47.21248),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,BEV,Y,Mid,olja.dokic@example.com
42259,Spokane,Spokane,99205,2015,TESLA,MODEL S,208,3.0,POINT (-117.45674 47.69963),MODERN ELECTRIC WATER COMPANY,BEV,Y,Mid,peppi.kalm@example.com
42260,King,Bellevue,98004,2021,PORSCHE,PANAMERA,17,41.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,vidalio.darosa@example.com
42265,Clark,Woodland,98674,2017,FORD,FUSION,21,20.0,POINT (-122.74017 45.9094),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,laerke.sorensen@example.com
42277,Snohomish,Monroe,98272,2020,JAGUAR,I-PACE,234,39.0,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,BEV,Y,Mid,concepcion.torres@example.com
42281,King,Shoreline,98155,2019,KIA,NIRO,26,32.0,POINT (-122.31327 47.75736),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,anita.curtis@example.com
42292,King,Kent,98032,2016,KIA,SOUL,93,33.0,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,arsyn.shylyrd@example.com
42293,Benton,Prosser,99350,2013,FORD,C-MAX,19,16.0,POINT (-119.76877 46.20645),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,PHEV,N,Low,niara.desouza@example.com
42303,Snohomish,Mukilteo,98275,2019,BMW,I8,17,21.0,POINT (-122.29196 47.89908),PUGET SOUND ENERGY INC,PHEV,N,Low,severino.aragao@example.com
42307,Benton,Benton City,99320,2013,FORD,FUSION,19,16.0,POINT (-119.48756 46.26543),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,PHEV,N,Low,yeni.molina@example.com
42314,Clark,Yacolt,98675,2014,CHEVROLET,VOLT,38,18.0,POINT (-122.40908 45.86679),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,Y,Low,leslie.meyer@example.com
42327,Snohomish,Edmonds,98020,2019,FORD,FUSION,26,32.0,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,PHEV,N,Low,amanda.valencia@example.com
42333,Whitman,Rosalia,99170,2018,TESLA,MODEL 3,215,9.0,POINT (-117.37047 47.23428),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,BEV,Y,Mid,giray.adal@example.com
42339,Mason,Union,98592,2019,KIA,NIRO,239,35.0,POINT (-123.09944 47.35689),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF MASON COUNTY,BEV,Y,Mid,nevaeh.lewis@example.com
42356,Snohomish,Edmonds,98026,2022,LINCOLN,AVIATOR,21,32.0,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,PHEV,N,Low,mareen.steger@example.com
42357,King,Seattle,98136,2017,TESLA,MODEL X,200,34.0,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,estela.espinoza@example.com
42383,King,Kirkland,98034,2021,MINI,HARDTOP,110,45.0,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,mia.vincent@example.com
42390,Pierce,Edgewood,98372,2018,CHEVROLET,VOLT,53,31.0,POINT (-122.28556 47.18709),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,cristian.dominguez@example.com
42393,Pierce,Puyallup,98374,2016,NISSAN,LEAF,84,2.0,POINT (-122.28449 47.146),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,heide.blome@example.com
42394,Yakima,Yakima,98908,2022,MITSUBISHI,OUTLANDER,24,14.0,POINT (-120.56916 46.58514),PACIFICORP,PHEV,N,Low,christopher.ward@example.com
42399,Clark,Vancouver,98685,2022,VOLVO,XC90,35,18.0,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,Y,Low,emil.moller@example.com
42400,King,Renton,98058,2015,MERCEDES-BENZ,B-CLASS,87,11.0,POINT (-122.08747 47.4466),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,ilona.waisanen@example.com
42403,King,Seattle,98121,2018,KIA,SOUL EV,111,36.0,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,francisca.ramirez@example.com
