,County,City,Postal_Code,Model_Year,Make,Model,Electric_Range,Legislative_District,Vehicle_Location,Electric_Utility,Vehicle_Type,CAFV_Eligibility,Electric_Range_Category,VID,email,gender,dob.age
12116,King,Seattle,98105,2018,HONDA,CLARITY,47,46.0,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,birgitta.scheurer@example.com,birgitta.scheurer@example.com,female,24
12117,King,Woodinville,98072,2018,VOLVO,XC90,19,45.0,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,khymy.rdyy@example.com,khymy.rdyy@example.com,female,73
12118,King,Bellevue,98006,2014,MERCEDES-BENZ,B-CLASS,87,41.0,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,mason.lynch@example.com,mason.lynch@example.com,male,41
12119,Grant,Quincy,98848,2018,CHEVROLET,VOLT,53,13.0,POINT (-119.85338 47.23748),PUD NO 2 OF GRANT COUNTY,PHEV,Y,Low,rachel.willis@example.com,rachel.willis@example.com,female,55
12120,Jefferson,Port Ludlow,98365,2012,TESLA,MODEL S,265,24.0,POINT (-122.68475 47.92989),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,BEV,Y,High,angela.fitzpatrick@example.com,angela.fitzpatrick@example.com,female,47
12121,Kitsap,Bremerton,98312,2018,KIA,NIRO,26,26.0,POINT (-122.66122 47.56573),PUGET SOUND ENERGY INC,PHEV,N,Low,valentin.ruiz@example.com,valentin.ruiz@example.com,male,68
12122,Clark,Vancouver,98662,2020,TESLA,MODEL S,337,17.0,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,High,hsn.zraay@example.com,hsn.zraay@example.com,male,44
12123,Thurston,Lacey,98516,2017,TESLA,MODEL X,200,22.0,POINT (-122.75379 47.06316),PUGET SOUND ENERGY INC,BEV,Y,Mid,oliver.pietila@example.com,oliver.pietila@example.com,male,46
12124,King,Burien,98148,2018,NISSAN,LEAF,151,33.0,POINT (-122.32806 47.46155),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,servando.mireles@example.com,servando.mireles@example.com,male,34
12125,Clark,Vancouver,98664,2019,HYUNDAI,KONA,258,49.0,POINT (-122.59219 45.62158),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),BEV,Y,High,leonard.richard@example.com,leonard.richard@example.com,male,69
12126,King,Seattle,98125,2022,BMW,530E,18,46.0,POINT (-122.3026 47.72656),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,lester.thompson@example.com,lester.thompson@example.com,male,44
12127,Clark,Vancouver,98662,2018,MERCEDES-BENZ,GLE-CLASS,8,17.0,POINT (-122.57722 45.64251),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,heike.dubois@example.com,heike.dubois@example.com,female,28
12128,King,Kenmore,98028,2018,MINI,COUNTRYMAN,12,46.0,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,aaliyah.kumar@example.com,aaliyah.kumar@example.com,female,72
12129,Pierce,Tacoma,98408,2017,CHEVROLET,BOLT EV,238,29.0,POINT (-122.44718 47.20144),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,afsar.egeli@example.com,afsar.egeli@example.com,female,47
12130,King,Covington,98042,2015,BMW,I3,72,47.0,POINT (-122.09124 47.33778),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,mhmdprs.hmdy@example.com,mhmdprs.hmdy@example.com,male,30
12131,King,Seattle,98104,2021,FORD,ESCAPE,38,37.0,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,ondriy.lastovenko@example.com,ondriy.lastovenko@example.com,male,57
12132,King,Newcastle,98056,2018,BMW,530E,16,41.0,POINT (-122.18463 47.49929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,adelbert.burghardt@example.com,adelbert.burghardt@example.com,male,60
12133,Skagit,Sedro-Woolley,98284,2018,CHRYSLER,PACIFICA,33,39.0,POINT (-122.23857 48.50858),PUGET SOUND ENERGY INC,PHEV,Y,Low,elma.wiesner@example.com,elma.wiesner@example.com,female,40
12134,King,Renton,98059,2011,NISSAN,LEAF,73,5.0,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,philip.patel@example.com,philip.patel@example.com,male,27
12135,Kitsap,Bainbridge Island,98110,2021,VOLVO,V60,22,23.0,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,PHEV,N,Low,gladko.koman@example.com,gladko.koman@example.com,male,51
12136,Yakima,Yakima,98903,2020,TOYOTA,PRIUS PRIME,25,14.0,POINT (-120.47794 46.55282),PACIFICORP,PHEV,N,Low,jonathan.francois@example.com,jonathan.francois@example.com,male,45
12137,Snohomish,Edmonds,98020,2012,CHEVROLET,VOLT,35,21.0,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,PHEV,Y,Low,amparo.ortiz@example.com,amparo.ortiz@example.com,female,35
12138,King,Redmond,98052,2016,FORD,FOCUS,76,48.0,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,nelson.macrae@example.com,nelson.macrae@example.com,male,57
12139,Pierce,Puyallup,98372,2016,AUDI,A3,16,25.0,POINT (-122.28556 47.18709),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,stephen.lawson@example.com,stephen.lawson@example.com,male,67
12140,Pierce,Tacoma,98403,2011,NISSAN,LEAF,73,27.0,POINT (-122.45691 47.26496),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Low,martin.santillan@example.com,martin.santillan@example.com,male,25
12141,Snohomish,Bothell,98012,2020,BMW,X3,17,21.0,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,PHEV,N,Low,hly.prs@example.com,hly.prs@example.com,female,40
12142,King,Kent,98030,2018,TESLA,MODEL X,238,47.0,POINT (-122.19564 47.37271),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,emil.saarinen@example.com,emil.saarinen@example.com,male,70
12143,King,Newcastle,98059,2017,BMW,330E,14,41.0,POINT (-122.15771 47.50549),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,milan.gaillard@example.com,milan.gaillard@example.com,male,37
12144,King,Redmond,98014,2020,TESLA,MODEL 3,322,5.0,POINT (-121.91353 47.64901),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,bertil.araujo@example.com,bertil.araujo@example.com,male,64
12145,King,Seattle,98108,2019,BMW,I3,126,11.0,POINT (-122.30346 47.55379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Mid,katherina.saathoff@example.com,katherina.saathoff@example.com,female,29
12146,King,Seattle,98199,2019,TESLA,MODEL 3,220,36.0,POINT (-122.40092 47.65908),CITY OF TACOMA - (WA),BEV,Y,Mid,heiderose.bendig@example.com,heiderose.bendig@example.com,female,37
12147,King,Seattle,98125,2016,CHEVROLET,SPARK,82,46.0,POINT (-122.3026 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,keira.taylor@example.com,keira.taylor@example.com,female,74
12148,San Juan,Friday Harbor,98250,2019,MINI,COUNTRYMAN,12,40.0,POINT (-123.01648 48.53448),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,PHEV,N,Low,anna.henry@example.com,anna.henry@example.com,female,41
12149,San Juan,Olga,98279,2015,SMART,FORTWO ELECTRIC DRIVE,68,40.0,POINT (-122.8357 48.62356),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,BEV,Y,Low,nezabudka.tancyura@example.com,nezabudka.tancyura@example.com,female,33
12150,Snohomish,Edmonds,98026,2015,VOLKSWAGEN,E-GOLF,83,32.0,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,BEV,Y,Low,anka.subasic@example.com,anka.subasic@example.com,female,28
12151,King,Shoreline,98177,2015,VOLKSWAGEN,E-GOLF,83,32.0,POINT (-122.36498 47.72238),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,svitokol.kanishevskiy@example.com,svitokol.kanishevskiy@example.com,male,50
12152,Snohomish,Bothell,98012,2019,CHRYSLER,PACIFICA,32,1.0,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,PHEV,Y,Low,arsyn.slry@example.com,arsyn.slry@example.com,male,69
12153,Kitsap,Port Orchard,98367,2014,TOYOTA,PRIUS PLUG-IN,6,26.0,POINT (-122.65745 47.4916),PUGET SOUND ENERGY INC,PHEV,N,Low,katalin.niehoff@example.com,katalin.niehoff@example.com,female,23
12154,Kitsap,Bremerton,98311,2013,TOYOTA,PRIUS PLUG-IN,6,23.0,POINT (-122.6462 47.63132),PUGET SOUND ENERGY INC,PHEV,N,Low,bently.chu@example.com,bently.chu@example.com,male,67
12155,King,Seattle,98108,2018,CHEVROLET,VOLT,53,11.0,POINT (-122.30346 47.55379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,kahaan.shroff@example.com,kahaan.shroff@example.com,male,45
12156,Spokane,Spokane,99203,2015,SMART,FORTWO ELECTRIC DRIVE,68,6.0,POINT (-117.39322 47.63374),MODERN ELECTRIC WATER COMPANY,BEV,Y,Low,gael.lucero@example.com,gael.lucero@example.com,male,34
12157,Snohomish,Lake Stevens,98258,2017,FORD,C-MAX,20,39.0,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,PHEV,N,Low,pwry.rdyy@example.com,pwry.rdyy@example.com,male,74
12158,King,Seattle,98104,2016,PORSCHE,CAYENNE,14,37.0,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,becky.jenkins@example.com,becky.jenkins@example.com,female,44
12159,Pierce,Lakewood,98498,2013,FIAT,500,87,28.0,POINT (-122.54795 47.17997),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,editha.renz@example.com,editha.renz@example.com,female,65
12160,King,Bellevue,98004,2021,BMW,X3,17,48.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,shyl.kmyrn@example.com,shyl.kmyrn@example.com,male,61
12161,Skagit,Mount Vernon,98273,2021,TOYOTA,RAV4 PRIME,42,40.0,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,PHEV,Y,Low,sebastian.singh@example.com,sebastian.singh@example.com,male,67
12162,King,Renton,98055,2013,NISSAN,LEAF,75,37.0,POINT (-122.21152 47.43954),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Low,jeanne.hunt@example.com,jeanne.hunt@example.com,female,28
12163,King,Seattle,98112,2019,BMW,I8,18,43.0,POINT (-122.30716 47.62687),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,henry.henry@example.com,henry.henry@example.com,male,74
12164,Mason,Allyn,98524,2020,TESLA,MODEL Y,291,35.0,POINT (-122.82983 47.38174),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,BEV,Y,High,ulku.yilmazer@example.com,ulku.yilmazer@example.com,female,77
12165,Chelan,Wenatchee,98801,2021,LINCOLN,AVIATOR,21,12.0,POINT (-120.30522 47.41494),PUD NO 1 OF CHELAN COUNTY,PHEV,N,Low,mhrd.njty@example.com,mhrd.njty@example.com,male,35
12166,Jefferson,Chimacum,98325,2015,NISSAN,LEAF,84,24.0,POINT (-122.77295 48.01182),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,BEV,Y,Low,sirin.beijer@example.com,sirin.beijer@example.com,female,35
12167,King,Renton,98057,2013,TOYOTA,PRIUS PLUG-IN,6,11.0,POINT (114.32466 4.17756),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,bert.kersten@example.com,bert.kersten@example.com,male,28
12168,King,Seattle,98136,2019,TESLA,MODEL X,289,34.0,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,High,joy.roger@example.com,joy.roger@example.com,female,33
12169,King,Black Diamond,98010,2016,CADILLAC,ELR,36,5.0,POINT (-122.00143 47.30893),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,Y,Low,jonas.gamez@example.com,jonas.gamez@example.com,male,49
12170,Snohomish,Lake Stevens,98258,2014,TOYOTA,PRIUS PLUG-IN,6,44.0,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,PHEV,N,Low,emilie.ross@example.com,emilie.ross@example.com,female,32
12171,King,Seattle,98121,2019,BMW,740E,14,36.0,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,glib.zosenko@example.com,glib.zosenko@example.com,male,53
12172,Spokane,Spokane,99207,2018,BMW,X5,13,3.0,POINT (-117.3973 47.67573),MODERN ELECTRIC WATER COMPANY,PHEV,N,Low,leo.walker@example.com,leo.walker@example.com,male,26
12173,King,Seattle,98109,2014,CHEVROLET,VOLT,38,43.0,POINT (-122.346385 47.630685),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,vukota.dokic@example.com,vukota.dokic@example.com,male,68
12174,King,Seattle,98109,2014,CHEVROLET,VOLT,38,43.0,POINT (-122.346385 47.630685),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,vukota.dokic@example.com,vukota.dokic@example.com,male,39
12175,Snohomish,Snohomish,98296,2018,BMW,X5,13,44.0,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,PHEV,N,Low,siril.landa@example.com,siril.landa@example.com,female,30
12176,King,Seattle,98105,2014,CHEVROLET,VOLT,38,43.0,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,helmi.salmela@example.com,helmi.salmela@example.com,female,54
12177,King,Seattle,98122,2021,PORSCHE,TAYCAN,203,37.0,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,armyn.aalyzdh@example.com,armyn.aalyzdh@example.com,male,63
12178,King,Seattle,98122,2021,PORSCHE,TAYCAN,203,37.0,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Mid,armyn.aalyzdh@example.com,armyn.aalyzdh@example.com,male,64
12179,Pierce,Tacoma,98405,2019,KIA,NIRO,26,27.0,POINT (-122.48271 47.24737),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,hansjurgen.wilkens@example.com,hansjurgen.wilkens@example.com,male,38
12180,Skagit,Burlington,98233,2013,FORD,C-MAX,19,40.0,POINT (-122.33029 48.46846),PUGET SOUND ENERGY INC,PHEV,N,Low,sebastian.jorgensen@example.com,sebastian.jorgensen@example.com,male,26
12181,Snohomish,Woodway,98020,2018,TESLA,MODEL S,249,32.0,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,BEV,Y,Mid,asta.johansen@example.com,asta.johansen@example.com,female,77
12182,King,Seattle,98101,2016,BMW,I3,72,43.0,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,zahra.ostli@example.com,zahra.ostli@example.com,female,76
12183,King,Seattle,98115,2022,VOLVO,XC90,35,43.0,POINT (-122.31765 47.70013),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Low,minttu.valli@example.com,minttu.valli@example.com,female,40
12184,Snohomish,Lynnwood,98037,2021,JEEP,WRANGLER,21,21.0,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,PHEV,N,Low,heike.dubois@example.com,heike.dubois@example.com,female,28
12185,King,Seattle,98115,2021,AUDI,Q5 E,19,43.0,POINT (-122.31765 47.70013),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,timoteo.delgado@example.com,timoteo.delgado@example.com,male,71
12186,King,Bothell,98011,2019,HYUNDAI,IONIQ,29,1.0,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,laurie.harcourt@example.com,laurie.harcourt@example.com,female,53
12187,Kitsap,Bainbridge Island,98110,2019,VOLVO,S60,22,23.0,POINT (-122.521 47.62728),PUGET SOUND ENERGY INC,PHEV,N,Low,kay.long@example.com,kay.long@example.com,female,49
12188,Jefferson,Port Townsend,98368,2014,BMW,I3,72,24.0,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,PHEV,Y,Low,sofie.petersen@example.com,sofie.petersen@example.com,female,46
12189,King,Shoreline,98133,2015,FIAT,500,87,32.0,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,th.ysmy@example.com,th.ysmy@example.com,male,63
12190,King,Seattle,98146,2015,FORD,C-MAX,19,34.0,POINT (-122.36178 47.49408),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,N,Low,lyder.westby@example.com,lyder.westby@example.com,male,77
12191,Cowlitz,Silverlake,98645,2017,TESLA,MODEL X,200,20.0,POINT (-122.8112 46.29694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,BEV,Y,Mid,eugenia.cruz@example.com,eugenia.cruz@example.com,female,54
12192,Pierce,Lakewood,98499,2018,TESLA,MODEL S,249,28.0,POINT (-122.51495 47.16195),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,BEV,Y,Mid,brandon.peck@example.com,brandon.peck@example.com,male,49
12193,Island,Clinton,98236,2020,TESLA,MODEL 3,308,10.0,POINT (-122.35803 47.9796),PUGET SOUND ENERGY INC,BEV,Y,High,stephanie.holland@example.com,stephanie.holland@example.com,female,66
12194,Snohomish,Edmonds,98026,2015,BMW,I3,72,21.0,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,PHEV,Y,Low,nicole.obrien@example.com,nicole.obrien@example.com,female,38
12195,Pierce,Puyallup,98375,2016,KIA,SOUL,93,25.0,POINT (-122.30116 47.1165),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,BEV,Y,Low,alba.santiago@example.com,alba.santiago@example.com,female,75
12196,Klickitat,Goldendale,98620,2018,MITSUBISHI,OUTLANDER,22,14.0,POINT (-120.82548 45.823),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,PHEV,N,Low,malon.waterschoot@example.com,malon.waterschoot@example.com,female,58
12197,King,Seattle,98125,2016,MERCEDES-BENZ,B-CLASS,87,46.0,POINT (-122.3026 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,gilda.heinemann@example.com,gilda.heinemann@example.com,female,26
12198,Pierce,Tacoma,98405,2013,FORD,C-MAX,19,27.0,POINT (-122.48271 47.24737),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,PHEV,N,Low,heriberto.pinto@example.com,heriberto.pinto@example.com,male,75
12199,Clark,Vancouver,98685,2018,BMW,330E,14,18.0,POINT (-122.70303 45.70954),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,zoey.grave@example.com,zoey.grave@example.com,female,36
12200,King,Renton,98055,2022,KIA,NIRO,26,11.0,POINT (-122.21152 47.43954),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,fred.marshall@example.com,fred.marshall@example.com,male,26
12201,Snohomish,Woodway,98020,2021,BMW,X3,17,32.0,POINT (-122.37689 47.81116),PUGET SOUND ENERGY INC,PHEV,N,Low,elsbeth.huck@example.com,elsbeth.huck@example.com,female,65
12202,Snohomish,Edmonds,98026,2018,MITSUBISHI,OUTLANDER,22,21.0,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,PHEV,N,Low,alex.grimm@example.com,alex.grimm@example.com,male,38
12203,Jefferson,Port Ludlow,98365,2018,BMW,I3,114,24.0,POINT (-122.68475 47.92989),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,BEV,Y,Mid,krsto.tosic@example.com,krsto.tosic@example.com,male,51
12204,King,Tukwila,98188,2020,TESLA,MODEL 3,308,11.0,POINT (-122.28879 47.44538),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,romain.laurent@example.com,romain.laurent@example.com,male,38
12205,King,Des Moines,98198,2018,BMW,330E,14,33.0,POINT (-122.29592 47.40139),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,mia.douglas@example.com,mia.douglas@example.com,female,50
12206,Snohomish,Stanwood,98292,2018,TESLA,MODEL S,249,10.0,POINT (-122.37265 48.24159),PUGET SOUND ENERGY INC,BEV,Y,Mid,patricia.lawson@example.com,patricia.lawson@example.com,female,39
12207,Snohomish,Everett,98208,2019,MERCEDES-BENZ,GLC-CLASS,10,44.0,POINT (-122.18637 47.89252),PUGET SOUND ENERGY INC,PHEV,N,Low,thn.hsyny@example.com,thn.hsyny@example.com,female,64
12208,Whitman,Pullman,99163,2020,KIA,NIRO,239,9.0,POINT (-117.18147 46.73015),AVISTA CORP,BEV,Y,Mid,olivia.christiansen@example.com,olivia.christiansen@example.com,female,74
12209,Island,Oak Harbor,98277,2022,JEEP,WRANGLER,22,10.0,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,PHEV,N,Low,teliano.alves@example.com,teliano.alves@example.com,male,41
12210,King,Maple Valley,98038,2018,VOLKSWAGEN,E-GOLF,125,5.0,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,agustin.garrido@example.com,agustin.garrido@example.com,male,28
12211,King,Federal Way,98003,2012,TESLA,MODEL S,265,30.0,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,High,mia.simpson@example.com,mia.simpson@example.com,female,66
12212,Snohomish,Woodinville,98072,2014,NISSAN,LEAF,84,1.0,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC,BEV,Y,Low,luis.laurent@example.com,luis.laurent@example.com,male,57
12213,King,Seattle,98133,2016,FORD,FOCUS,76,46.0,POINT (-122.3503 47.71868),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),BEV,Y,Low,andre.gregory@example.com,andre.gregory@example.com,male,54
12214,Snohomish,Mill Creek,98012,2020,AUDI,Q5 E,20,44.0,POINT (-122.21061 47.83448),PUGET SOUND ENERGY INC,PHEV,N,Low,ece.bakircioglu@example.com,ece.bakircioglu@example.com,female,62
12215,Island,Coupeville,98239,2016,CHEVROLET,VOLT,53,10.0,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,PHEV,Y,Low,monja.sautter@example.com,monja.sautter@example.com,female,36
12216,Island,Oak Harbor,98277,2022,KIA,NIRO,26,10.0,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,PHEV,N,Low,mileah.hofstad@example.com,mileah.hofstad@example.com,female,42
12217,Skagit,Mount Vernon,98273,2017,TESLA,MODEL S,210,10.0,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,BEV,Y,Mid,mhdys.sdr@example.com,mhdys.sdr@example.com,female,66
12218,Yakima,Yakima,98901,2022,BENTLEY,FLYING SPUR,21,15.0,POINT (-120.50721 46.60448),PACIFICORP,PHEV,N,Low,valmira.peixoto@example.com,valmira.peixoto@example.com,female,77
12219,Snohomish,Gold Bar,98251,2020,TESLA,MODEL 3,266,39.0,POINT (-121.69743 47.85565),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,BEV,Y,High,lohit.nair@example.com,lohit.nair@example.com,male,34
12220,Snohomish,Everett,98201,2020,FORD,FUSION,26,38.0,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,PHEV,N,Low,owen.gilbert@example.com,owen.gilbert@example.com,male,49
12221,Yakima,Naches,98937,2022,JEEP,WRANGLER,22,14.0,POINT (-120.69972 46.7309),PACIFICORP,PHEV,N,Low,kassandra.vanboekel@example.com,kassandra.vanboekel@example.com,female,31
12222,Snohomish,Lynnwood,98036,2020,TESLA,MODEL Y,291,21.0,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,BEV,Y,High,millie.evans@example.com,millie.evans@example.com,female,40
12223,Clark,Vancouver,98660,2013,TOYOTA,PRIUS PLUG-IN,6,49.0,POINT (-122.67156 45.63248),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,sara.kyllonen@example.com,sara.kyllonen@example.com,female,69
12224,Thurston,Olympia,98502,2012,TESLA,MODEL S,265,35.0,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,BEV,Y,High,noelle.medina@example.com,noelle.medina@example.com,female,73
12225,King,Seattle,98104,2019,BMW,I3,126,37.0,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),PHEV,Y,Mid,arpitha.pai@example.com,arpitha.pai@example.com,female,37
12226,King,Yarrow Point,98004,2021,PORSCHE,TAYCAN,203,48.0,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),BEV,Y,Mid,leo.walker@example.com,leo.walker@example.com,male,26
12227,Clark,Vancouver,98686,2012,TOYOTA,PRIUS PLUG-IN,6,17.0,POINT (-122.62731 45.71668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),PHEV,N,Low,hermano.mendes@example.com,hermano.mendes@example.com,male,76
12228,King,Pacific,98047,2021,LAND ROVER,RANGE ROVER SPORT,19,30.0,POINT (-122.24692 47.26465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),PHEV,N,Low,milly.ivanova@example.com,milly.ivanova@example.com,female,32
12229,Snohomish,Lynnwood,98037,2022,BMW,X5,30,21.0,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,PHEV,Y,Low,arsh.hydry@example.com,arsh.hydry@example.com,male,76
